user_id,client_name,answer1,answer2,answer3,answer4,answer5,answer6,answer7,answer8,answer9,answer10,answer11,answer12,answer13,answer14,answer15,answer16,answer17,answer18,answer19,answer20,answer21,answer22,answer23,answer24,answer25,log_total_time,device
80860,client10,3,1,2,4,2,1,3,1,1,1,1,1,3,2,4,1,2,1,4,1,4,1,2,4,1,7.735982153,NA
80873,client10,2,2,2,0,5,3,4,2,1,3,3,1,2,1,1,1,2,2,2,3,2,1,3,2,2,8.437843877,NA
80916,client10,NA,3,2,0,7,1,3,3,1,NA,1,1,NA,NA,NA,1,2,2,NA,NA,NA,1,NA,3,NA,7.292330369,NA
80926,client10,3,3,2,1,1,1,2,2,1,2,1,1,2,2,2,2,2,2,3,3,2,1,2,2,2,7.608252383,Other
80978,client10,4,1,1,4,0,1,1,1,1,4,1,1,3,1,1,1,2,1,3,3,1,1,1,3,1,7.806642647,NA
80981,client10,3,1,1,3,0,3,3,1,3,3,1,1,3,3,2,1,1,2,3,3,3,1,2,3,1,7.564214616,NA
81004,client10,2,1,2,0,1,1,2,1,1,4,1,1,1,2,1,1,2,1,4,1,1,1,3,4,1,8.012485482,NA
81020,client10,3,3,2,4,3,3,3,1,3,3,2,3,3,2,2,1,2,3,4,2,4,1,2,2,2,8.282626645,NA
81026,client10,3,2,1,1,3,3,4,2,1,4,2,1,2,3,3,2,2,3,3,3,1,2,3,3,3,8.498842034,NA
81035,client10,3,2,2,2,1,2,3,2,3,3,2,2,2,2,3,2,2,1,3,1,3,1,3,3,3,8.190243471,NA
81078,client10,3,4,2,1,3,1,3,3,3,3,2,1,3,2,2,2,2,2,3,3,3,2,2,3,2,11.08779078,iPhone
81086,client10,3,3,2,2,1,4,3,3,1,3,1,1,3,1,2,1,2,1,2,2,3,1,1,1,1,7.891019939,NA
81132,client10,1,3,1,0,0,1,3,1,3,1,1,1,3,3,4,1,2,1,3,3,2,2,2,3,1,7.140434025,Other
81138,client10,3,3,2,1,0,1,1,1,3,3,1,1,3,2,1,1,2,1,1,3,1,1,2,1,1,8.362492327,NA
81161,client10,3,1,1,1,7,1,3,1,1,2,1,1,1,2,2,1,2,1,3,3,4,1,3,2,3,7.726767415,NA
81191,client10,3,1,2,2,1,1,3,1,1,3,1,1,1,2,4,1,2,1,1,3,3,1,2,3,1,7.476196579,NA
81192,client10,4,1,2,2,2,1,4,1,4,2,4,1,1,1,4,1,2,1,4,3,4,1,1,4,4,7.844458648,NA
81193,client10,3,4,2,0,1,3,4,1,2,2,1,2,3,2,2,1,2,2,4,3,3,2,3,1,1,7.583888032,NA
81200,client10,3,1,2,3,4,4,4,1,1,4,1,1,2,2,1,1,2,1,4,2,2,1,3,3,1,7.489712765,NA
81204,client10,3,1,2,1,11,4,4,1,2,4,1,1,1,2,3,1,2,1,4,1,4,3,4,4,1,8.591842674,NA
81257,client10,3,1,1,1,1,3,3,4,3,3,1,1,1,2,1,1,2,1,4,3,3,2,1,3,2,7.73581003,NA
81314,client10,3,3,2,1,0,4,3,3,1,3,1,1,3,1,2,1,2,2,3,3,3,1,3,3,1,12.17530556,NA
81323,client10,3,3,2,1,9,1,3,2,3,3,1,2,2,2,2,1,2,2,3,3,3,1,3,3,2,8.214691448,NA
81329,client10,4,1,2,1,3,1,4,4,4,4,1,1,4,1,4,1,2,4,4,4,4,1,4,4,1,8.109796218,NA
81359,client10,3,3,2,0,2,1,3,2,2,2,1,1,4,3,1,1,2,2,4,3,3,3,3,4,2,8.121143717,NA
81366,client10,4,2,2,1,0,2,2,2,2,1,3,1,3,2,2,2,1,2,2,3,3,3,2,2,2,7.168705467,Other
81371,client10,3,2,2,0,0,3,4,1,1,3,1,1,3,1,1,1,2,3,4,3,3,3,4,3,2,8.097055262,NA
81390,client10,3,1,2,1,2,1,3,1,3,1,1,1,1,1,4,1,2,1,1,3,1,1,1,1,1,8.084996353,NA
81448,client10,4,1,2,-3,1,1,3,1,1,3,1,1,1,4,3,1,2,1,2,3,3,1,3,4,1,8.245832662,Other
81540,client10,3,3,2,3,1,1,3,3,1,2,1,1,1,1,1,1,2,1,3,3,3,1,2,1,1,7.783370672,NA
81541,client10,1,1,2,2,2,3,3,1,1,3,1,1,1,1,1,1,2,1,3,3,1,1,1,1,1,7.733641538,NA
81571,client10,3,1,1,2,1,1,4,1,1,3,1,1,3,1,1,1,1,1,3,3,1,1,3,3,1,7.935024436,NA
81611,client10,4,3,2,3,2,1,3,1,1,3,1,2,1,1,1,1,2,1,4,2,2,3,3,4,1,7.713012099,NA
81615,client10,3,1,2,0,2,1,4,1,2,2,1,1,3,1,3,2,2,2,4,2,4,1,1,2,4,7.35433162,NA
81627,client10,3,3,1,2,0,3,3,1,3,2,1,1,2,1,2,2,1,1,3,2,2,1,2,3,1,7.422910915,NA
81633,client10,4,3,2,0,2,3,3,2,3,3,1,1,1,3,2,1,2,1,2,3,4,1,3,3,1,12.59800975,NA
81658,client10,3,1,2,10,9,4,3,1,2,1,1,1,1,1,3,1,2,1,4,3,3,1,2,2,1,8.320841511,NA
81678,client10,2,2,2,1,0,2,2,2,1,1,1,1,2,3,1,1,2,1,4,3,2,1,3,1,1,7.940066427,NA
81684,client10,NA,1,2,3,1,1,4,3,2,3,1,1,NA,2,NA,1,2,2,4,3,4,2,3,4,2,7.122981975,Other
81715,client10,3,3,2,1,0,1,3,1,3,2,1,1,3,1,4,1,2,1,3,3,1,1,1,3,1,7.385394681,Other
81726,client10,3,1,2,3,3,4,4,1,1,4,1,1,1,2,4,2,2,1,4,4,3,1,1,3,1,7.414672876,NA
81738,client10,4,1,2,1,0,3,4,2,2,4,1,1,1,3,3,1,1,1,4,3,2,1,1,4,1,11.10251833,NA
81746,client10,3,3,2,2,0,1,2,1,3,3,1,1,3,2,2,1,2,3,2,3,2,2,3,3,1,7.330525781,NA
81803,client10,3,1,2,0,11,1,3,1,1,1,1,1,1,1,1,1,2,1,4,1,2,1,3,3,2,7.756707199,NA
81824,client10,3,3,2,5,0,1,4,1,3,4,1,1,2,1,4,1,2,3,4,3,3,3,3,4,1,7.605176314,NA
81898,client10,3,1,2,0,4,1,4,3,3,3,1,1,3,2,3,1,2,1,4,3,4,3,2,3,2,7.871821947,NA
81914,client10,NA,1,2,0,3,1,3,1,2,NA,1,1,NA,NA,NA,1,2,1,NA,NA,NA,1,NA,NA,NA,7.605606876,NA
81977,client10,4,1,2,3,0,1,3,1,2,3,2,1,1,1,4,1,2,3,4,3,3,3,1,4,1,7.344660913,Other
82030,client10,3,1,2,1,2,1,3,1,1,2,1,1,4,1,1,1,2,1,2,1,2,1,1,4,1,7.330635854,NA
82065,client10,3,3,1,2,0,3,4,1,1,2,1,1,2,1,1,1,1,2,4,2,3,1,3,2,1,9.756373474,NA
82071,client10,3,3,2,0,-1,1,4,2,3,4,1,1,2,1,1,1,2,2,4,1,2,1,3,4,1,8.532210466,NA
82092,client10,3,1,2,2,3,1,4,3,1,3,1,2,1,4,1,3,2,1,4,1,3,2,4,3,1,7.397861123,NA
82120,client10,3,1,2,2,2,3,3,1,1,3,1,1,2,1,1,1,2,1,2,3,2,1,3,3,1,7.831080809,NA
82156,client10,4,1,2,4,1,1,4,1,1,1,1,3,1,1,1,1,2,1,4,3,4,1,1,1,1,6.920453317,NA
82208,client10,3,1,2,3,1,1,4,1,1,2,1,1,1,1,1,1,2,1,4,3,1,1,1,4,1,11.25331257,NA
82250,client10,1,3,1,0,0,4,3,1,1,3,1,1,1,1,1,1,2,2,2,3,1,1,2,4,1,7.294392924,NA
82266,client10,3,1,1,1,2,4,2,1,1,3,1,2,3,1,4,1,2,1,4,4,3,1,3,4,3,7.003073641,NA
82275,client10,3,3,2,1,3,1,4,2,1,2,1,1,3,1,3,1,2,1,3,3,3,1,4,2,1,7.676685029,NA
82282,client10,3,3,2,4,0,2,3,2,2,3,1,1,2,1,2,1,2,1,2,3,3,2,2,3,2,7.465447504,NA
82328,client10,4,3,2,7,0,1,3,1,3,4,1,2,2,3,2,1,2,1,4,3,3,1,3,3,2,8.16700431,NA
82335,client10,2,1,1,2,1,2,2,1,1,3,1,1,2,3,3,2,2,1,3,3,3,2,2,2,2,8.350214449,NA
82337,client10,4,1,2,0,0,4,4,1,1,1,1,1,1,1,4,1,2,1,4,2,1,1,1,1,1,7.259806952,NA
82338,client10,3,3,2,1,0,1,2,1,3,4,2,1,1,1,1,1,2,1,3,3,3,1,3,3,3,8.284058898,NA
82435,client10,3,3,2,3,0,1,3,1,1,3,1,1,1,1,1,1,2,1,2,3,4,1,3,3,1,7.973210222,NA
82453,client10,3,3,2,0,0,3,4,4,4,3,3,1,3,3,3,3,2,2,4,3,3,2,3,3,2,8.063986579,NA
82470,client10,3,1,1,6,0,1,1,1,1,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,8.568586821,NA
82486,client10,NA,1,1,1,0,3,3,1,3,NA,2,1,NA,NA,NA,1,1,1,NA,NA,NA,1,NA,NA,NA,6.574580599,NA
82514,client10,4,2,1,1,2,1,4,1,3,4,1,1,3,1,3,1,2,1,4,1,2,2,1,4,2,12.84356988,Other
82524,client10,3,3,2,5,2,3,4,2,3,2,1,1,3,3,4,2,2,1,4,3,4,2,4,1,2,15.71805659,NA
82556,client10,3,3,2,0,2,1,4,1,1,3,1,2,2,3,1,1,2,1,4,3,4,1,4,1,3,7.73035492,NA
82620,client10,3,3,2,2,0,2,3,2,2,3,1,1,3,2,3,1,2,2,3,3,3,3,2,3,1,7.030966224,Other
82683,client10,3,3,2,0,1,3,1,1,1,3,1,1,1,1,1,1,2,1,3,3,2,1,3,4,1,8.111284485,NA
82687,client10,3,1,2,1,0,1,1,1,4,3,1,1,2,1,2,2,2,2,3,3,3,1,2,4,3,7.505061489,NA
82694,client10,4,1,2,0,5,1,3,1,1,1,1,1,1,1,4,1,2,1,4,3,3,1,1,3,4,7.409837591,NA
82705,client10,3,1,2,2,1,2,3,1,3,2,2,1,2,1,2,1,2,2,3,2,3,3,2,2,1,8.016346281,NA
82731,client10,3,1,2,2,1,4,4,1,1,3,1,2,1,1,2,1,2,1,4,3,3,2,2,4,1,7.640695124,NA
82735,client10,1,1,2,1,0,1,4,1,3,4,1,1,1,2,1,3,2,1,2,2,1,1,3,3,1,7.596852771,NA
82759,client10,3,4,2,1,0,1,3,1,1,1,1,1,1,1,1,1,2,1,2,3,3,1,3,3,2,7.957402088,Other
82831,client10,2,4,2,2,2,1,3,3,3,4,1,1,3,3,2,1,2,1,3,4,2,3,3,3,1,7.580326723,NA
82878,client10,3,1,2,2,4,1,1,2,3,1,2,1,1,1,2,2,2,3,3,4,3,1,2,3,1,7.904861466,NA
82884,client10,3,1,2,1,1,1,4,1,3,4,1,1,1,1,2,1,2,1,3,2,3,1,3,3,1,11.28799449,NA
82885,client10,4,1,1,5,3,1,1,1,1,1,1,1,4,1,1,1,2,1,1,4,4,1,1,1,1,8.265785187,NA
82886,client10,3,2,2,5,1,2,3,3,2,3,2,1,3,2,3,2,2,2,3,3,3,3,3,3,3,7.832001879,NA
82894,client10,4,1,2,0,5,1,4,1,1,1,2,1,1,4,3,1,2,3,4,3,4,1,1,4,3,8.584929968,LGMS769
82898,client10,3,2,2,2,0,3,3,2,2,3,1,1,2,2,1,2,2,2,3,3,3,2,2,2,1,7.31833661,NA
82904,client10,3,1,2,3,2,1,3,1,1,1,1,1,1,1,1,1,2,1,4,1,3,1,1,3,2,10.87368077,NA
82931,client10,3,1,2,4,5,3,3,1,2,3,1,1,2,2,3,3,2,1,2,3,3,1,2,3,1,7.566098259,NA
82933,client10,4,4,2,-3,-3,3,4,4,2,3,1,1,4,3,2,1,2,1,4,2,4,3,2,3,1,6.898735725,NA
82938,client10,3,1,2,0,0,4,1,1,1,3,1,1,4,1,3,1,2,1,4,1,3,1,1,3,1,7.996280531,NA
82946,client10,3,3,2,0,5,3,2,1,3,3,1,1,2,1,2,1,2,2,2,3,3,2,2,3,2,7.7714137149999996,NA
82961,client10,3,3,1,-2,2,1,2,2,2,3,2,3,4,3,2,2,2,2,3,4,3,2,3,4,2,12.80838173,NA
82968,client10,3,3,2,1,3,1,4,3,4,4,1,1,4,2,4,1,2,2,4,3,4,1,4,4,4,7.777254568,NA
82969,client10,3,1,2,1,1,1,3,3,1,3,1,1,2,2,1,1,2,3,3,3,3,1,2,3,2,12.59640374,NA
82971,client10,3,3,2,3,1,3,3,1,1,3,1,1,2,3,3,2,2,2,3,2,3,1,3,3,2,7.680700214,NA
83036,client10,3,1,2,0,4,1,2,1,1,4,1,1,1,4,2,1,2,2,4,3,1,1,2,3,1,7.876555725,NA
83037,client10,3,3,1,1,2,3,3,2,3,2,1,2,4,1,2,1,2,1,2,3,3,1,3,3,1,8.187685844,NA
83056,client10,4,1,2,1,7,1,2,1,1,1,1,1,4,1,1,1,2,4,2,2,4,1,3,1,4,7.928726695,NA
83064,client10,3,1,2,1,0,1,2,1,1,4,2,1,2,1,2,1,2,2,4,3,2,2,1,2,2,7.884799001,NA
83065,client10,3,2,2,0,0,2,3,1,3,4,1,1,3,2,2,1,2,2,2,3,3,2,3,3,2,7.468699898,NA
83066,client10,4,1,2,10,0,2,3,1,3,3,1,2,3,2,1,1,2,1,4,3,3,1,1,3,2,7.490048549,NA
83102,client10,3,1,2,2,0,1,4,1,1,1,1,1,1,2,4,1,2,1,4,3,3,1,3,4,1,8.079508978,Other
83288,client10,3,3,2,1,1,1,3,1,3,3,1,1,1,1,1,1,2,1,2,4,4,1,1,3,1,8.289390805,NA
83312,client10,3,1,2,0,0,1,1,1,1,4,1,1,1,1,4,1,2,1,3,3,1,1,1,4,1,7.55368663,Other
83569,client10,3,3,2,1,0,3,4,2,3,3,2,1,2,2,3,2,2,2,4,3,3,2,3,4,2,7.22537448,NA
84539,client10,3,3,1,5,3,2,3,1,2,3,1,1,2,2,1,2,2,2,3,3,3,1,2,3,1,7.607815013,NA
84540,client10,3,2,2,2,1,1,2,1,2,2,1,1,1,2,1,1,2,1,2,3,2,1,2,2,1,7.390450528,NA
84544,client10,3,3,2,0,1,1,3,3,3,3,2,1,2,2,4,2,2,2,3,3,3,3,3,3,1,7.722924498,NA
84546,client10,3,1,2,1,0,4,4,3,3,1,1,1,3,4,4,3,2,1,4,3,4,3,3,4,1,8.191828635,NA
84558,client10,3,3,2,2,4,4,4,3,2,2,1,1,3,2,4,1,2,3,4,3,4,1,3,3,3,7.861755198,NA
84560,client10,3,4,2,1,1,3,3,1,2,3,1,1,1,2,2,1,2,1,3,1,3,1,3,3,3,8.339798518,NA
84561,client10,3,1,1,0,0,3,3,2,2,2,2,2,3,2,3,2,2,2,3,2,3,2,3,3,2,7.940625478,NA
84588,client10,4,1,2,3,3,3,3,2,1,3,1,1,2,2,3,1,2,1,3,3,2,3,3,4,3,7.872181485,NA
84596,client10,3,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,2,2,3,3,3,1,2,3,2,7.735384837,Samsung SGH-I717
84598,client10,3,1,2,1,1,2,3,1,2,2,2,1,2,2,2,3,2,2,4,2,3,2,2,4,3,7.772216151,NA
84604,client10,3,1,2,4,2,3,2,1,1,3,1,1,2,2,2,1,2,1,3,2,3,1,2,3,1,7.916063503,Other
84605,client10,3,3,2,1,0,1,3,2,1,2,2,2,3,1,3,2,2,2,4,2,2,2,2,3,1,6.979340787,NA
84608,client10,3,1,2,0,1,3,3,1,3,3,2,1,4,1,3,1,2,3,2,2,3,1,1,3,1,10.84743705,NA
84631,client10,3,3,2,1,0,2,4,2,3,3,1,1,3,1,2,1,2,2,4,3,3,2,3,3,2,7.956332429,NA
84632,client10,4,3,2,1,1,3,2,1,3,2,2,1,3,2,3,1,2,1,3,3,3,2,2,3,1,8.060590566,NA
84663,client10,3,1,2,1,3,1,4,1,3,3,1,1,1,1,2,1,2,1,1,3,1,1,2,3,1,7.756415782,NA
84679,client10,3,2,2,1,2,3,3,2,2,3,1,1,2,2,2,2,2,1,4,3,3,1,2,3,2,7.859907241,NA
84763,client10,3,3,1,1,0,1,3,3,3,3,1,1,2,1,1,1,1,1,1,3,2,2,3,4,1,7.260055869,NA
84812,client10,3,1,2,0,1,2,2,1,2,2,1,1,2,1,1,1,2,2,2,3,1,1,1,2,2,7.308587673,Other
84837,client10,4,1,1,4,1,3,1,1,1,4,1,1,1,1,1,1,2,1,1,1,1,1,3,1,1,8.701259392,NA
84883,client10,4,1,1,0,6,3,3,3,3,1,1,1,1,1,4,1,2,2,3,3,2,1,1,3,1,8.053367241,NA
84884,client10,4,3,2,0,3,4,4,1,3,2,1,2,2,2,4,1,2,1,3,3,2,1,3,1,1,7.659805129,NA
84916,client10,3,1,1,1,2,1,3,2,2,2,1,2,1,3,2,1,2,2,4,3,3,1,2,3,2,7.395884272,NA
84930,client10,3,1,2,5,1,3,4,1,3,3,1,1,2,1,1,3,2,2,3,1,4,2,2,3,3,7.721906081,NA
84931,client10,3,2,2,0,2,3,3,2,3,3,1,2,1,1,2,2,2,2,3,1,3,1,2,2,3,9.558325156,NA
84935,client10,3,3,2,1,1,4,3,1,1,3,2,1,2,2,2,1,2,1,3,2,3,1,2,3,2,7.537955205,NA
84978,client10,4,1,2,0,2,1,1,1,1,4,1,1,2,1,1,1,2,1,2,3,4,1,2,4,1,8.051944957,NA
84995,client10,3,2,2,2,0,3,4,1,2,4,1,2,2,1,2,1,2,1,3,3,2,2,3,3,2,7.653263384,NA
85072,client10,4,3,2,0,0,4,2,4,1,3,1,1,3,3,3,2,2,3,3,3,2,1,3,2,3,7.042490696,NA
85083,client10,3,3,2,1,4,3,3,3,1,3,1,1,2,3,4,1,2,3,3,3,2,1,3,2,1,7.208343458,NA
85108,client10,4,1,1,0,0,1,4,1,2,4,1,1,2,1,4,1,2,1,2,4,4,2,2,2,1,8.410622388,NA
85138,client10,3,1,2,3,1,1,3,1,2,1,1,1,1,2,3,1,2,2,4,3,3,1,2,2,3,7.404073376,NA
85142,client10,3,1,2,0,1,1,4,1,2,3,1,1,2,3,3,1,2,1,4,2,3,1,3,3,2,7.56247759,NA
85179,client10,3,2,2,1,0,1,3,2,2,3,1,1,3,2,1,1,2,1,2,3,2,1,2,2,1,7.250193967,NA
85237,client10,3,1,2,1,3,3,4,1,1,2,2,1,2,2,4,1,2,1,4,2,2,1,3,3,2,8.089571121,NA
85248,client10,3,3,2,0,11,1,4,1,3,1,1,1,3,4,4,1,2,1,4,3,4,1,1,4,3,8.130023693,NA
85275,client10,3,3,2,-2,0,3,3,1,3,3,1,1,3,3,2,1,2,2,3,3,3,2,3,3,2,8.592855427,NA
85300,client10,4,4,2,2,1,1,4,3,1,3,1,1,3,4,1,2,2,1,4,2,4,1,4,4,4,9.261126828,NA
85320,client10,3,1,2,3,2,3,4,3,3,3,2,1,3,2,3,1,2,1,3,3,2,3,3,3,3,7.319128235,NA
85365,client10,3,1,1,2,3,3,3,1,3,3,1,1,3,1,3,2,2,2,3,3,3,1,2,3,1,7.427180421,NA
85385,client10,3,1,2,2,0,1,3,2,3,3,2,1,1,1,1,1,2,1,2,3,3,1,4,1,1,11.56158832,NA
85418,client10,3,3,2,2,0,2,4,1,2,1,1,1,2,1,1,2,2,2,3,2,3,3,3,3,1,7.44212007,Other
85454,client10,3,1,2,2,2,1,4,1,2,2,1,1,2,3,3,1,2,2,2,3,4,2,3,3,3,7.727501189,NA
85485,client10,4,4,2,1,0,2,2,1,2,3,1,2,1,1,1,1,2,3,3,1,3,1,3,3,1,8.381375072,NA
85505,client10,3,3,1,0,1,1,3,1,1,3,1,1,1,1,3,1,2,1,3,3,2,1,1,3,1,8.052275169,NA
85506,client10,3,1,2,1,4,1,4,2,1,4,1,1,1,2,2,1,2,1,3,1,3,1,2,3,4,8.545170161,NA
85514,client10,3,1,2,3,0,2,3,1,3,3,1,1,2,3,3,2,2,1,2,4,3,1,3,2,2,7.899845266,NA
85567,client10,2,1,2,0,3,1,2,1,2,2,1,1,2,1,4,1,2,2,3,3,2,3,3,2,3,7.890333626,NA
85642,client10,3,4,2,0,1,3,3,2,3,3,2,1,3,3,4,1,1,1,4,3,3,3,3,2,1,12.52284661,NA
85643,client10,3,3,2,0,2,2,3,2,2,3,1,1,1,2,3,2,2,1,4,1,2,1,2,3,1,7.329492607,Other
85722,client10,3,1,2,0,1,1,1,1,1,2,1,1,1,1,1,1,2,1,4,4,1,1,1,4,1,8.850394656,NA
85732,client10,3,2,2,0,4,3,3,2,3,3,2,1,3,2,2,2,2,2,3,3,3,3,2,3,2,7.404646062,Other
85795,client10,3,2,2,3,3,3,3,1,3,3,1,1,3,1,1,2,2,3,2,3,3,2,3,3,1,7.955389311,NA
85820,client10,3,1,2,0,3,3,4,3,3,3,1,1,3,3,2,1,2,2,3,2,2,2,3,3,2,8.004376253,NA
85900,client10,3,1,1,1,2,1,3,1,1,3,1,1,1,1,1,1,2,1,4,3,4,1,1,3,3,7.348454317,NA
85912,client10,3,3,2,4,2,1,3,1,3,3,1,1,3,2,1,1,2,1,2,3,1,1,3,3,2,7.821722915,NA
85927,client10,3,1,2,2,7,1,3,1,1,3,1,1,3,1,1,1,2,2,1,2,3,1,2,3,1,7.937516829,NA
85977,client10,3,1,2,1,1,2,2,1,1,3,1,1,1,1,1,1,2,1,1,3,2,1,3,3,1,8.064903421,Other
86111,client10,3,3,2,1,0,1,3,1,3,3,1,1,1,1,1,2,2,2,2,3,3,1,1,3,1,8.120350801,NA
86289,client10,3,3,1,0,2,1,3,2,3,2,3,1,2,1,4,1,2,2,1,3,2,1,2,1,1,7.246146388,NA
86433,client10,4,1,2,5,3,1,1,1,1,1,1,1,4,1,4,1,2,1,4,4,1,1,4,4,1,7.574138992,NA
86612,client10,2,3,2,1,0,1,2,1,2,3,1,1,3,1,1,3,2,1,2,2,2,1,1,1,1,7.490189311,NA
86681,client10,3,4,2,2,1,3,2,2,3,3,2,1,3,2,3,2,2,1,2,3,3,3,2,3,1,9.013723847,NA
86695,client10,4,1,2,5,2,3,3,1,3,1,1,1,3,3,1,1,2,1,3,3,1,1,3,4,1,7.381016098,NA
86942,client10,3,3,2,0,1,2,2,2,2,3,2,1,2,2,3,2,2,2,3,3,3,2,2,3,2,7.485079626,NA
86950,client10,4,1,2,0,3,1,3,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,7.522555979,NA
86964,client10,3,2,2,4,0,3,3,3,3,3,1,1,2,2,2,1,2,1,3,3,3,2,2,4,1,8.055998965,Other
87097,client10,1,1,2,1,4,2,4,1,3,4,1,1,1,1,1,1,2,1,1,1,1,1,3,3,1,7.738053605,NA
87107,client10,3,1,2,1,0,1,4,1,1,1,1,1,4,1,1,1,2,1,4,4,1,1,1,4,1,7.387530386,NA
87121,client10,3,1,1,1,0,4,1,1,1,3,1,1,1,1,3,1,2,1,3,3,3,1,1,4,1,7.669305691,NA
87123,client10,3,3,2,0,2,2,1,1,1,2,1,2,1,1,2,1,2,2,2,3,1,2,2,3,1,9.390968162,NA
87142,client10,3,1,2,3,0,2,4,1,3,3,1,1,2,2,2,3,2,2,2,3,3,2,2,3,2,7.179895449,NA
87143,client10,3,2,2,1,0,1,3,1,1,1,1,1,1,1,1,1,2,1,2,3,2,2,3,4,2,8.814428338,NA
87146,client10,3,1,2,1,1,2,2,1,1,2,1,1,1,2,1,1,2,1,4,2,2,1,1,3,2,7.744970768,NA
87157,client10,4,1,2,5,0,4,4,4,1,3,1,1,1,1,1,1,2,1,4,3,1,1,1,4,1,7.916573049,NA
87224,client10,4,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,2,1,4,1,1,1,1,4,1,7.478891875,NA
87228,client10,3,1,2,2,0,1,4,1,3,3,1,1,3,1,3,1,2,1,4,3,4,1,3,4,4,8.284029354,NA
87238,client10,3,3,1,1,2,3,4,2,1,3,2,2,3,3,2,1,2,2,4,3,3,2,4,3,1,8.712237635,NA
87239,client10,3,3,2,0,2,2,3,1,2,4,1,2,2,2,3,1,2,2,3,3,3,2,2,3,2,7.662719312,NA
87242,client10,3,3,2,3,0,1,4,1,3,2,1,1,2,3,3,1,2,1,4,1,3,1,3,1,3,10.07917377,NA
87318,client10,3,1,2,2,0,3,3,3,2,3,1,1,2,1,4,1,2,1,3,2,3,1,3,1,1,12.66099925,NA
87508,client10,2,3,2,2,1,1,4,1,2,3,2,1,3,3,1,1,2,1,4,1,2,1,2,2,1,7.822767594,NA
87588,client10,3,2,2,0,1,2,2,1,3,3,1,1,2,2,1,1,2,2,2,1,2,2,2,3,2,7.439644499,NA
87686,client10,3,3,2,7,0,4,4,1,2,3,1,1,1,2,1,1,2,2,3,3,4,1,3,4,1,8.514481117,NA
87895,client10,1,3,2,2,5,4,2,2,1,1,1,1,1,2,2,2,2,1,3,2,2,1,2,1,1,7.501794025,Other
87995,client10,4,3,1,1,2,1,1,1,1,1,1,1,1,1,4,1,2,1,4,3,1,1,1,2,1,7.93857576,NA
88017,client10,3,3,2,0,2,3,3,1,1,3,1,1,3,1,1,1,2,1,3,3,1,2,2,3,2,7.631218742,NA
88182,client10,1,1,2,2,1,1,4,3,1,1,1,1,1,1,2,1,2,1,4,2,2,2,3,1,2,7.766221116,NA
88183,client10,3,1,2,1,3,1,2,1,2,3,1,1,1,1,1,1,2,1,1,3,3,1,3,2,1,9.519775448,NA
88255,client10,3,4,2,0,2,2,4,1,3,3,1,1,3,1,3,2,2,3,3,3,3,3,2,3,3,8.410333998,NA
88266,client10,3,2,2,3,0,1,4,1,3,3,1,1,2,2,3,3,2,3,4,4,4,3,2,3,2,7.119913108,NA
88358,client10,3,3,2,1,6,1,3,2,3,2,2,1,2,2,1,1,2,3,3,2,3,2,2,2,1,9.191869531,Samsung SM-P900
88429,client10,4,1,2,0,5,1,2,1,1,3,1,1,1,1,1,1,1,1,1,3,1,3,1,1,2,7.976118991,NA
88529,client10,NA,1,2,1,1,1,4,NA,1,NA,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,6.333419938,NA
88623,client10,3,1,2,3,1,1,3,1,1,3,1,1,2,3,4,1,2,1,4,1,1,1,2,3,2,8.352812766,NA
88681,client10,3,1,2,0,1,1,3,1,2,3,1,1,1,1,1,1,2,1,3,2,3,1,3,2,1,7.937525399,NA
88703,client10,1,1,2,0,2,1,2,1,1,1,1,1,2,3,3,1,2,2,1,1,2,1,1,1,3,13.20932503,NA
88704,client10,3,1,2,2,3,2,2,1,1,2,1,1,1,2,2,1,2,1,2,2,1,1,2,2,2,7.711337677,NA
88710,client10,3,1,2,3,0,1,3,2,3,3,1,1,2,1,2,2,2,1,3,3,2,2,3,3,1,8.118097953,NA
88733,client10,3,1,2,4,4,1,4,2,1,1,1,1,1,1,3,1,2,2,4,3,1,1,3,1,3,7.747645629,NA
88766,client10,3,1,2,0,0,3,3,2,1,4,1,1,2,4,3,2,2,1,4,2,3,1,3,2,2,7.396708844,NA
88771,client10,3,1,2,0,4,1,3,2,2,3,2,1,2,3,3,1,2,2,3,2,2,1,3,3,2,14.61716696,NA
88795,client10,3,2,2,1,0,3,3,1,3,2,1,1,3,3,2,2,2,1,3,2,4,2,2,3,1,8.126951714,NA
88798,client10,3,3,2,1,0,4,4,1,3,4,1,1,1,1,2,1,2,1,3,2,3,1,3,3,1,7.741990045,NA
88850,client10,2,1,2,3,0,4,3,1,1,1,1,1,1,1,4,1,2,1,4,3,1,1,1,3,1,7.297993714,NA
88851,client10,4,2,2,0,1,2,4,2,2,1,1,1,2,1,2,1,2,1,4,2,2,2,2,2,1,7.4890526,NA
88856,client10,3,1,2,4,1,1,3,1,1,1,1,1,1,1,3,1,2,1,3,3,2,1,3,3,1,8.037860744,NA
88879,client10,3,1,2,1,5,1,3,2,2,2,1,1,2,1,2,1,2,2,4,2,2,2,3,2,2,14.89669131,NA
