user_id,client,tenure_length,currently_employed,hire_job_category
118734,client11,454.5,Y,dietary
61032,client11,292.5,N,nursing
118656,client11,454.5,N,dietary
93646,client11,454.5,N,dietary
117269,client11,523,N,patient_care
118108,client11,68,N,patient_care
113217,client11,523,N,patient_care
115534,client11,395,Y,nursing
111776,client11,419.5,N,patient_care
116062,client11,404.5,N,patient_care
89364,client11,,Y,patient_care
113112,client11,59,N,dietary
113148,client11,404,N,patient_care
117947,client11,419.5,N,patient_care
110185,client11,454.5,N,dietary
117354,client11,484,N,nursing
80207,client11,325.5,N,nursing
110614,client11,518,Y,patient_care
118434,client11,27,N,patient_care
109981,client11,505,N,nursing
113035,client11,505,N,nursing
81334,client11,,Y,nursing
113223,client11,341,N,nursing
124572,client11,505,N,nursing
103495,client11,518,N,patient_care
122432,client11,62,N,dietary
120108,client11,27,Y,patient_care
118027,client11,81,N,nursing
114455,client11,262,N,nursing
114489,client11,325.5,N,nursing
123953,client11,303,N,nursing
100971,client11,501,N,patient_care
93959,client11,251.5,N,nursing
109011,client11,432.5,N,dietary
120737,client11,505,N,nursing
79831,client11,505,Y,nursing
121254,client11,404.5,N,patient_care
124245,client11,,Y,housekeeping
122348,client11,277,N,housekeeping
123583,client11,277,N,housekeeping
117207,client11,19,N,housekeeping
99362,client11,501,N,patient_care
115279,client11,347.5,N,nursing
50181,client11,417,N,nursing
110016,client11,348,N,patient_care
107037,client11,501,Y,patient_care
126234,client11,265.5,N,nursing
120536,client11,32,N,dietary
121039,client11,383,N,patient_care
116678,client11,383,N,patient_care
126060,client11,347.5,N,nursing
122248,client11,347.5,Y,nursing
117348,client11,347.5,Y,nursing
120500,client11,,Y,nursing
99029,client11,350,Y,nursing
65746,client11,501,N,patient_care
55819,client11,324,N,nursing
119133,client11,324,Y,nursing
116324,client11,251.5,N,nursing
128348,client11,257.5,N,nursing
117498,client11,251.5,N,nursing
127935,client11,324,N,nursing
115205,client11,362,N,patient_care
121248,client11,41,Y,nursing
113146,client11,505,N,nursing
98984,client11,264.5,Y,housekeeping
119547,client11,251.5,N,nursing
120450,client11,80,N,nursing
99474,client11,505,Y,nursing
122520,client11,505,N,nursing
96268,client11,505,N,nursing
120946,client11,257.5,N,nursing
124121,client11,350,N,nursing
124909,client11,331,N,patient_care
123968,client11,198,N,nursing
119921,client11,362,N,patient_care
120430,client11,251.5,N,nursing
124617,client11,207,N,nursing
117780,client11,235,N,nursing
107925,client11,265,N,nursing
124122,client11,364.5,N,nursing
124463,client11,273,N,nursing
125027,client11,324,N,nursing
123030,client11,39,N,nursing
121270,client11,338,N,patient_care
116475,client11,251.5,N,nursing
120684,client11,47,N,nursing
120503,client11,251.5,N,nursing
119586,client11,423,N,dietary
127767,client11,331,N,patient_care
116493,client11,251.5,Y,nursing
114491,client11,493,N,patient_care
128705,client11,493,N,patient_care
113204,client11,493,N,patient_care
116903,client11,251.5,N,nursing
128853,client11,493,N,patient_care
129023,client11,41,N,nursing
124131,client11,292,N,nursing
126523,client11,,N,patient_care
116039,client11,493,N,patient_care
70139,client11,265,N,nursing
112507,client11,38,Y,housekeeping
127905,client11,493,N,patient_care
116694,client11,251,N,housekeeping
118321,client11,30,N,patient_care
107052,client11,28,Y,patient_care
119715,client11,276,N,nursing
116225,client11,493,Y,patient_care
130275,client11,340.5,N,patient_care
111407,client11,340.5,N,patient_care
121550,client11,275.5,N,nursing
82146,client11,56,N,nursing
106985,client11,348.5,N,nursing
120420,client11,276,N,nursing
118907,client11,,N,nursing
129538,client11,348.5,N,nursing
114497,client11,31,N,nursing
120606,client11,251.5,N,nursing
133561,client11,505,N,nursing
42471,client11,505,Y,nursing
132866,client11,12,N,housekeeping
116691,client11,457,N,patient_care
131093,client11,251,N,housekeeping
134601,client11,198,N,nursing
127839,client11,364.5,N,nursing
134566,client11,198,Y,nursing
130633,client11,269,Y,nursing
117554,client11,276,Y,nursing
123779,client11,331,N,patient_care
119956,client11,276,N,nursing
133907,client11,347,N,nursing
48027,client11,275.5,N,nursing
133239,client11,320,N,patient_care
61954,client11,220.5,N,nursing
127089,client11,320,N,patient_care
127094,client11,,N,nursing
77909,client11,251,Y,housekeeping
105653,client11,457,N,patient_care
136106,client11,257.5,N,nursing
140887,client11,457,N,patient_care
132760,client11,320,N,patient_care
128454,client11,320,N,patient_care
60767,client11,220.5,N,nursing
132763,client11,457,N,patient_care
133602,client11,457,N,patient_care
128349,client11,318.5,N,patient_care
114167,client11,457,N,patient_care
133917,client11,249,N,housekeeping
56125,client11,,Y,nursing
135475,client11,257.5,N,nursing
125147,client11,347,N,nursing
133508,client11,,N,patient_care
128665,client11,155,N,nursing
138069,client11,297,N,patient_care
139704,client11,432,N,patient_care
109147,client11,432,N,patient_care
132859,client11,193,N,housekeeping
133024,client11,193,N,housekeeping
133056,client11,432,N,patient_care
126687,client11,193,N,housekeeping
139141,client11,220.5,N,nursing
68950,client11,220.5,N,nursing
133755,client11,149,N,patient_care
138693,client11,259,Y,nursing
83355,client11,208,N,patient_care
118724,client11,259,N,nursing
115204,client11,259,N,nursing
137959,client11,364.5,N,nursing
135089,client11,347,N,nursing
139344,client11,191.5,N,housekeeping
119335,client11,449,N,administrative
122308,client11,430,N,patient_care
136410,client11,253,N,nursing
132979,client1,234,N,aide
130650,client1,353,N,aide
134095,client1,341,N,aide
132931,client1,335,N,aide
137989,client1,301,N,aide
122382,client1,3088,N,aide
134019,client1,166,Y,aide
134019,client1,363,N,aide
122350,client1,76,N,aide
122387,client1,31,N,aide
127877,client1,62,N,aide
130894,client1,51,N,aide
132109,client1,342.5,Y,aide
135251,client1,330,N,aide
135423,client1,14,N,aide
135550,client1,15,N,aide
137390,client1,329,N,aide
135621,client1,40,N,aide
135954,client1,329,N,aide
138443,client1,301,N,aide
139780,client1,13,N,aide
139857,client1,280,N,aide
139709,client1,280,N,aide
140604,client1,278.5,N,aide
140643,client1,278.5,N,aide
140109,client1,278.5,N,aide
132393,client1,329,N,aide
141411,client1,62,N,aide
141641,client1,62,N,aide
128183,client1,194,N,aide
128183,client1,336,N,aide
119778,client1,4,N,nursing
120856,client1,298.5,N,nursing
121347,client1,288.5,N,nursing
125604,client1,67,N,aide
126632,client1,57,N,nursing
131550,client1,338.5,Y,aide
117799,client1,252.5,N,nursing
128280,client1,322.5,N,aide
140663,client1,62,N,aide
140946,client1,62,N,aide
140099,client1,62,N,aide
130641,client1,14,Y,aide
132664,client1,329,N,aide
135810,client1,,N,aide
142310,client1,209,N,nursing
142310,client1,209,N,nursing
144038,client1,129,Y,aide
127976,client1,62,N,aide
129297,client1,353,N,aide
129455,client1,347.5,N,aide
127799,client1,61,N,aide
131597,client1,347.5,N,aide
127656,client1,347.5,N,aide
130893,client1,342.5,Y,aide
132678,client1,342.5,N,aide
129469,client1,253,N,nursing
133259,client1,39,N,aide
132466,client1,316,N,aide
143539,client1,205,N,nursing
135419,client1,76,N,aide
120704,client1,60,N,aide
124127,client1,51,N,aide
124804,client1,,N,aide
125757,client1,383,N,aide
130083,client1,44,N,aide
134660,client1,318,N,aide
138129,client1,287.5,Y,aide
138744,client1,2,N,aide
138759,client1,280,N,aide
138942,client1,62,N,aide
138248,client1,15,N,aide
128738,client1,15,N,aide
138769,client1,62,N,aide
138768,client1,62,N,aide
126446,client1,391,N,aide
123721,client1,391,N,aide
127501,client1,355,Y,aide
128353,client1,4,N,aide
129296,client1,347.5,N,aide
126682,client1,347.5,Y,aide
135428,client1,236,N,nursing
135963,client1,322.5,N,aide
132320,client1,32,N,aide
135965,client1,31,N,aide
136482,client1,298.5,N,aide
131791,client1,61.5,N,aide
132278,client1,61.5,N,aide
138756,client1,30,N,aide
127278,client1,330,N,aide
127834,client1,330,N,aide
126817,client1,330,N,aide
132672,client1,,N,aide
125309,client1,1,N,aide
130568,client1,330,N,aide
127499,client1,61.5,N,aide
139517,client1,,Y,aide
132753,client1,61.5,N,aide
133523,client1,61.5,N,aide
143407,client1,61.5,N,aide
130357,client1,353,N,aide
136506,client1,20,N,aide
140100,client1,62,N,aide
141283,client1,62,N,aide
116284,client2,316,N,nursing
145210,client2,170,N,patient_care
115384,client2,156,N,nursing
125502,client2,597,Y,patient_care
143069,client2,105,Y,patient_care
114864,client2,349,N,nursing
122246,client2,417.5,N,patient_care
114860,client2,105,Y,nursing
122552,client2,292,N,nursing
117863,client2,133,N,sales
124781,client2,365,N,patient_care
118535,client2,265,N,nursing
128044,client2,338.5,N,patient_care
132281,client2,114,N,nursing
132285,client2,124.5,N,nursing
126377,client2,109,N,sales
134618,client2,101,Y,sales
132941,client2,105,N,patient_care
137602,client2,2251,N,patient_care
137994,client2,101,N,nursing
120058,client2,87,N,nursing
134445,client2,126,N,nursing
122460,client2,298.5,N,nursing
127047,client2,275,N,nursing
141676,client2,535.5,N,nursing
115671,client2,447,Y,patient_care
119403,client2,435,N,patient_care
116938,client2,349,Y,nursing
131062,client2,105,N,patient_care
134368,client2,89,N,nursing
134752,client2,,N,nursing
130553,client2,84,N,nursing
130913,client2,110,N,director
117688,client2,43,Y,patient_care
118821,client2,350,N,nursing
122400,client2,16,N,nursing
122003,client2,423,N,patient_care
123155,client2,414.5,Y,patient_care
122005,client2,265,Y,nursing
123271,client2,140,N,sales
120721,client2,356,N,patient_care
130367,client2,114,Y,nursing
128767,client2,43,N,nursing
126436,client2,265,N,nursing
125563,client2,265,Y,nursing
128767,client2,124.5,Y,nursing
133543,client2,324,N,patient_care
130333,client2,708,N,patient_care
130333,client2,15,N,patient_care
134841,client2,498,N,patient_care
134841,client2,313.5,N,patient_care
141486,client2,399,N,nursing
130012,client2,361,N,patient_care
139939,client2,537.5,Y,nursing
144863,client2,210,N,nursing
139839,client2,63,N,nursing
139839,client2,81,Y,nursing
138597,client2,463.5,N,nursing
140558,client2,123,Y,patient_care
114419,client2,377,N,nursing
115086,client2,377,Y,nursing
115882,client2,457,N,patient_care
118146,client2,353.5,Y,nursing
117818,client2,342.5,N,nursing
121376,client2,22,N,patient_care
118956,client2,161,N,director
117113,client2,321.5,N,nursing
120171,client2,321.5,N,nursing
121942,client2,298.5,N,nursing
119721,client2,91,N,nursing
123335,client2,100,N,patient_care
122699,client2,383,N,patient_care
118998,client2,77,N,director
127393,client2,365,N,patient_care
127700,client2,,N,nursing
127961,client2,383,N,patient_care
124833,client2,265,N,nursing
122169,client2,264,N,nursing
118136,client2,365,N,patient_care
126593,client2,37,N,nursing
126761,client2,,N,patient_care
126357,client2,10,Y,nursing
118630,client2,351,N,patient_care
114922,client2,110,N,sales
131063,client2,126,N,nursing
132582,client2,114,N,nursing
132951,client2,35,N,nursing
122451,client2,124.5,Y,nursing
130563,client2,338.5,N,patient_care
131480,client2,124.5,N,nursing
134357,client2,324,Y,patient_care
125358,client2,92,N,sales
136041,client2,101,N,nursing
137235,client2,92,N,nursing
133172,client2,92,N,director
132910,client2,105,N,patient_care
135183,client2,92,N,nursing
138286,client2,,N,nursing
139841,client2,84,N,nursing
138836,client2,89,N,nursing
140332,client2,105,N,patient_care
139921,client2,105,N,patient_care
129314,client2,1751,N,patient_care
116714,client2,130,N,director
140552,client2,326,N,patient_care
133439,client2,0,N,nursing
115223,client2,498.5,Y,patient_care
120881,client2,231,N,sales
116481,client2,353.5,N,nursing
117252,client2,447,N,patient_care
115348,client2,35,N,patient_care
120883,client2,438,N,patient_care
120660,client2,435,Y,patient_care
122557,client2,158,N,sales
120048,client2,84,N,nursing
127399,client2,265,N,nursing
125662,client2,257,N,nursing
126063,client2,365,N,patient_care
115124,client2,202,N,sales
116768,client2,11,N,patient_care
115346,client2,54,N,patient_care
123091,client2,65,N,nursing
116999,client2,161,N,sales
115072,client2,321.5,N,nursing
121320,client2,355,N,patient_care
126601,client2,265,N,nursing
122841,client2,129,N,sales
130919,client2,15,N,nursing
131403,client2,51,N,nursing
123252,client2,124.5,N,nursing
137842,client2,0,N,nursing
133948,client2,84,Y,nursing
138654,client2,84,N,nursing
138899,client2,41,N,nursing
133999,client2,126,Y,nursing
134747,client2,333,N,nursing
134747,client2,124.5,N,nursing
127155,client2,0,N,nursing
119801,client2,328,N,nursing
127463,client2,57,Y,nursing
131922,client2,347.5,N,patient_care
124142,client2,105,Y,nursing
122563,client2,81,N,nursing
120033,client2,3251,Y,patient_care
136289,client2,22,N,patient_care
120377,client2,161,N,director
118820,client2,396,N,patient_care
129183,client2,265,N,nursing
130004,client2,25,N,nursing
131990,client2,126,N,nursing
129312,client2,256,N,nursing
125504,client2,257,N,nursing
126820,client2,101,Y,nursing
121932,client2,89,N,nursing
136350,client2,91.5,N,nursing
130420,client2,105,N,patient_care
134822,client2,0,Y,nursing
118819,client2,393,N,patient_care
114586,client2,65,N,nursing
146863,client2,1198,N,nursing
145199,client2,183,N,nursing
117132,client2,441,N,nursing
125426,client2,413,N,patient_care
122213,client2,140,N,nursing
114406,client2,228,N,sales
116187,client2,189,Y,sales
125174,client2,265,N,nursing
129055,client2,257,N,nursing
124785,client2,109,N,sales
131921,client2,92,Y,nursing
150219,client2,1102,Y,patient_care
117955,client2,480,N,nursing
143989,client2,322,Y,nursing
136258,client2,98,N,nursing
136258,client2,78,N,nursing
128473,client2,502,N,patient_care
115382,client2,374,N,nursing
122615,client2,417.5,Y,patient_care
122694,client2,414.5,N,patient_care
119410,client2,154,N,director
123827,client2,,N,patient_care
128437,client2,257,N,nursing
127677,client2,351,N,patient_care
127665,client2,347.5,Y,patient_care
135252,client2,338.5,N,patient_care
133006,client2,110,N,sales
135575,client2,336,N,patient_care
124810,client2,126,N,nursing
131761,client2,92,Y,nursing
121311,client2,92,N,nursing
135845,client2,75.5,N,sales
137778,client2,105,N,patient_care
131444,client2,77,N,nursing
118534,client2,54,N,nursing
117664,client2,349,N,nursing
115763,client2,325.5,N,nursing
121859,client2,298.5,N,nursing
123839,client2,292,N,nursing
124635,client2,384.5,N,patient_care
127618,client2,347.5,N,patient_care
132658,client2,313.5,Y,patient_care
117654,client2,92,Y,nursing
139474,client2,610,N,patient_care
143382,client2,15,N,nursing
115073,client2,298,N,patient_care
142365,client2,2444,N,nursing
142365,client2,77.5,N,nursing
116857,client2,349,N,nursing
144496,client2,508,N,nursing
122846,client2,321.5,Y,nursing
132993,client2,568,N,nursing
117958,client2,321.5,N,nursing
131917,client2,89,Y,nursing
130865,client2,460,N,patient_care
142431,client2,883,N,patient_care
124403,client2,203,Y,patient_care
146072,client2,2385,N,nursing
131393,client2,599,N,nursing
125778,client2,192,N,nursing
118542,client2,423,N,patient_care
118970,client2,333,Y,nursing
139188,client2,101,N,sales
121329,client2,228,N,sales
144758,client2,570,N,nursing
140078,client2,570,N,nursing
116747,client2,385,N,director
116978,client2,259,N,director
137354,client2,238,Y,director
114753,client2,231,N,sales
127673,client2,145,N,patient_care
115992,client2,130,N,patient_care
114840,client2,102,N,sales
116269,client2,196,N,director
117639,client2,128,Y,nursing
115927,client2,373.5,N,nursing
115751,client2,377,N,nursing
116166,client2,168,N,director
115027,client2,182,N,sales
118774,client2,24,N,patient_care
121112,client2,333,N,nursing
118138,client2,126,N,nursing
119606,client2,168,N,sales
120173,client2,324,N,nursing
123874,client2,325.5,N,nursing
122167,client2,63,Y,nursing
120884,client2,79,N,sales
120841,client2,72,N,sales
121061,client2,133,N,sales
121579,client2,298.5,Y,nursing
124507,client2,316,N,nursing
119844,client2,298.5,Y,nursing
120723,client2,,N,nursing
115747,client2,292,N,nursing
123107,client2,292,N,nursing
122087,client2,283.5,Y,nursing
120418,client2,22,N,sales
125728,client2,133,N,sales
127431,client2,365,N,patient_care
127854,client2,35,N,patient_care
123138,client2,53,N,nursing
124679,client2,257,N,nursing
121144,client2,257,N,nursing
125990,client2,347.5,N,patient_care
130924,client2,2,N,patient_care
118050,client2,124.5,N,director
131387,client2,124.5,N,sales
124928,client2,110,N,director
135480,client2,124.5,N,nursing
135951,client2,124.5,Y,nursing
128035,client2,114,N,nursing
135953,client2,322.5,N,patient_care
131799,client2,41,Y,nursing
137649,client2,101,N,nursing
127949,client2,105,Y,sales
121884,client2,105,N,director
124373,client2,101,Y,nursing
136282,client2,307.5,N,patient_care
137419,client2,105,N,patient_care
133173,client2,92,N,sales
134011,client2,105,N,patient_care
137647,client2,89,N,nursing
137929,client2,84,N,nursing
141277,client2,89,N,director
138866,client2,84,N,nursing
135981,client2,105,N,patient_care
138603,client2,3,N,nursing
140934,client2,81,N,nursing
131468,client2,81,Y,nursing
135763,client2,78,N,nursing
140362,client2,77,N,nursing
149302,client2,93,N,patient_care
144745,client2,261,N,nursing
114874,client2,373.5,N,nursing
119148,client2,325.5,N,nursing
118330,client2,109,N,patient_care
117645,client2,321.5,N,nursing
115755,client2,283.5,N,nursing
121553,client2,283.5,N,nursing
126324,client2,56,N,nursing
115715,client2,60,N,sales
123321,client2,45,N,sales
123999,client2,265,N,nursing
125449,client2,20,N,nursing
119010,client2,262,N,nursing
128145,client2,,Y,patient_care
126749,client2,262,N,nursing
117810,client2,71,Y,nursing
127965,client2,126,N,nursing
139214,client2,81,Y,nursing
115722,client2,196,N,director
117859,client2,196,N,sales
121852,client2,333,Y,nursing
115743,client2,321.5,N,nursing
122257,client2,283.5,N,nursing
119558,client2,52,N,patient_care
124141,client2,265,Y,nursing
129044,client2,259,N,nursing
122335,client2,130,Y,director
131488,client2,126,Y,nursing
131041,client2,351,Y,patient_care
135220,client2,101,Y,sales
138587,client2,105,N,patient_care
135163,client2,89,N,nursing
141450,client2,81,N,nursing
140094,client2,78,N,nursing
132080,client2,78,Y,nursing
135408,client2,105,N,patient_care
140393,client2,84,Y,nursing
127207,client2,78.5,N,director
141707,client2,516,N,sales
118004,client2,182,N,director
124721,client2,166,N,sales
124830,client2,92,Y,nursing
122888,client2,133,N,director
126966,client2,396,N,patient_care
127787,client2,78,N,nursing
126762,client2,58,N,nursing
127980,client2,133,N,sales
124794,client2,140,N,sales
120271,client2,32,N,sales
128726,client2,353,Y,patient_care
126371,client2,257,N,nursing
128564,client2,109,N,director
124920,client2,126,N,nursing
129572,client2,257,N,nursing
130833,client2,89,Y,sales
134177,client2,101,Y,sales
138605,client2,88,N,nursing
134005,client2,1244,N,patient_care
150191,client2,1089,N,nursing
131707,client2,622,N,patient_care
131707,client2,354,N,patient_care
148039,client2,473,Y,nursing
137358,client2,568,N,nursing
137358,client2,92,N,nursing
125437,client2,602,N,nursing
135305,client2,82,N,sales
135305,client2,109,N,sales
143482,client2,592,N,nursing
116702,client2,338,N,nursing
116854,client2,224,N,director
116153,client2,373.5,N,nursing
114897,client2,210,N,sales
116313,client2,210,Y,sales
117247,client2,353.5,N,nursing
117400,client2,196,Y,sales
118631,client2,84,N,nursing
119040,client2,123,N,nursing
119411,client2,182,N,sales
119585,client2,333,N,nursing
122879,client2,333,N,nursing
119231,client2,333,N,nursing
124480,client2,325.5,Y,nursing
123338,client2,101,Y,nursing
125279,client2,316,N,nursing
125335,client2,298.5,N,nursing
124446,client2,21,N,patient_care
124446,client2,367.5,N,patient_care
123939,client2,53,N,sales
123182,client2,283.5,N,nursing
124712,client2,74,N,nursing
124671,client2,396,N,patient_care
118974,client2,280,N,nursing
115980,client2,152,N,sales
125762,client2,275,N,nursing
126636,client2,275,Y,nursing
116152,client2,321.5,N,nursing
124510,client2,140,N,sales
128147,client2,42,N,nursing
126968,client2,275,Y,nursing
127204,client2,133,N,sales
126437,client2,257,N,nursing
128413,client2,257,N,nursing
129090,client2,257,N,nursing
133664,client2,110,N,sales
135202,client2,124.5,N,nursing
128446,client2,126,N,nursing
132524,client2,,N,sales
129084,client2,124.5,N,nursing
133980,client2,88,N,nursing
133663,client2,89,N,sales
136352,client2,28,N,patient_care
130045,client2,88,N,nursing
138888,client2,105,Y,patient_care
138763,client2,92,N,sales
137965,client2,88,N,nursing
139223,client2,105,N,patient_care
138900,client2,88,N,nursing
137353,client2,88,N,nursing
140086,client2,84,N,director
140516,client2,15,Y,nursing
127857,client2,84,Y,nursing
122689,client2,4770,N,nursing
125455,client2,280,N,nursing
130679,client2,129,N,sales
115044,client2,740,N,nursing
134868,client2,1088,N,patient_care
134868,client2,322.5,N,patient_care
138895,client2,1249,N,nursing
132289,client2,297,N,patient_care
119560,client2,1368,N,nursing
129981,client2,851,N,sales
129981,client2,129,Y,sales
134646,client2,124.5,Y,sales
144283,client2,468,N,patient_care
134409,client2,722,N,nursing
134409,client2,89,N,nursing
125915,client2,270.5,N,nursing
115094,client2,817,N,sales
128472,client2,257,N,nursing
139801,client2,473,N,patient_care
116957,client2,224,N,nursing
115920,client2,189,N,director
117163,client2,110,Y,sales
128119,client2,105,N,director
136302,client2,540,N,patient_care
115222,client2,373.5,N,nursing
141420,client2,169,N,sales
138629,client2,463,N,nursing
115085,client2,179,Y,nursing
115943,client2,333,N,nursing
121848,client2,323.5,N,nursing
121434,client2,391,N,patient_care
126854,client2,129,N,sales
132939,client2,101,N,director
136449,client2,89,N,nursing
138157,client2,105,N,patient_care
134867,client2,84,N,nursing
121596,client2,3,N,patient_care
117865,client2,333,N,nursing
120673,client2,298.5,N,nursing
123966,client2,423,N,patient_care
122456,client2,77,Y,nursing
116273,client2,275,N,nursing
129436,client2,351,Y,patient_care
130073,client2,110,N,sales
137936,client2,89,N,nursing
124921,client2,585,N,nursing
141583,client2,231,N,nursing
124630,client2,94,N,patient_care
126171,client2,398.5,N,nursing
114842,client2,210,N,sales
117248,client2,9,N,nursing
117107,client2,189,N,sales
117627,client2,18,N,nursing
117365,client2,325.5,N,nursing
119862,client2,408,N,patient_care
117371,client2,321.5,Y,nursing
121596,client2,384.5,N,patient_care
125364,client2,283.5,N,nursing
121874,client2,413,N,patient_care
123073,client2,152,N,sales
122555,client2,280,N,nursing
125856,client2,265,N,nursing
124442,client2,133,N,sales
124397,client2,283.5,Y,nursing
123077,client2,81,Y,patient_care
126430,client2,265,N,nursing
123810,client2,257,N,nursing
130363,client2,73,N,nursing
129228,client2,259,N,nursing
126167,client2,257,N,nursing
129406,client2,101,N,nursing
126858,client2,124.5,N,nursing
134631,client2,101,N,nursing
120637,client2,126,N,nursing
134376,client2,124.5,N,nursing
135667,client2,114,N,nursing
117636,client2,324,N,patient_care
135486,client2,124.5,N,nursing
126390,client2,324,Y,patient_care
130917,client2,114,Y,nursing
134612,client2,105,N,patient_care
127198,client2,101,N,nursing
133215,client2,84,N,nursing
132251,client2,89,N,sales
137420,client2,78,N,nursing
149524,client2,1260,N,nursing
138000,client2,89,N,nursing
138139,client2,92,N,sales
139514,client2,92,N,sales
134623,client2,101,N,sales
135611,client2,266.5,N,nursing
116426,client2,313,N,patient_care
115051,client2,266.5,N,nursing
130154,client2,189,N,sales
131429,client2,109,N,patient_care
140326,client2,266.5,N,nursing
116759,client2,325.5,N,nursing
143293,client2,990,N,patient_care
116083,client2,367.5,N,patient_care
131808,client2,443,Y,sales
137972,client2,92,N,nursing
140344,client2,105,N,patient_care
139934,client2,88,N,nursing
140065,client2,105,N,patient_care
140696,client2,88,N,nursing
142453,client2,84,N,nursing
121301,client2,266.5,N,nursing
137411,client2,89,N,sales
123665,client2,133,N,director
138489,client3,2396,N,nursing
100392,client3,4107,N,nursing
64610,client3,4106,N,nursing
100560,client3,4056,N,nursing
67242,client3,3652,Y,nursing
70094,client3,3122,N,other
97445,client3,1022,N,nursing
80979,client3,3903,N,patient_care
86648,client3,3752,N,nursing
60045,client3,3738,N,nursing
62455,client3,2720,Y,nursing
46962,client3,1002,N,patient_care
121696,client3,3654,N,nursing
97419,client3,3392,N,nursing
82036,client3,2613,N,nursing
82036,client3,547.5,N,nursing
77869,client3,3651,N,nursing
54446,client3,2313,N,nursing
96307,client3,3556,N,nursing
83782,client3,2130,N,nursing
83782,client3,179,N,nursing
140289,client3,3237,N,nursing
58713,client3,3532,Y,dietary
102630,client3,3407,N,nursing
81237,client3,3409,N,nursing
138719,client3,3451,N,patient_care
65640,client3,3437,N,nursing
146224,client3,3346,N,nursing
70678,client3,601.5,N,nursing
132415,client3,3346,N,nursing_assistant
71384,client3,3290,N,patient_care
101910,client3,3283,N,nursing
97317,client3,3283,N,nursing
73296,client3,3255,N,nursing
47438,client3,1768,N,nursing
103036,client3,464,N,nursing
80220,client3,2230,N,other
83950,client3,3154,N,nursing
82717,client3,1764,N,nursing_assistant
109579,client3,3192,N,lab
102342,client3,3164,N,nursing
74804,client3,3156,N,other
96764,client3,3101,N,patient_care
94985,client3,3069,N,nursing
91371,client3,3038,Y,nursing
97267,client3,3038,Y,nursing
138548,client3,3010,N,nursing
49814,client3,2754,N,patient_care
53152,client3,870.5,N,nursing
63549,client3,2982,N,nursing
80961,client3,2947,N,nursing
86420,client3,2688,Y,nursing
66994,client3,2960,Y,nursing
83282,client3,1745,N,administrative
144967,client3,2607,N,nursing
74404,client3,2919,N,nursing
65333,client3,333,N,nursing
109806,client3,1744,N,nursing
109806,client3,378,N,nursing
146528,client3,2828,N,nursing
146715,client3,2828,N,nursing
79364,client3,2824,N,administrative
93231,client3,2492,N,nursing
58161,client3,2800,Y,nursing
91104,client3,2737,N,nursing
45485,client3,2674,N,nursing
78666,client3,2674,N,nursing
48518,client3,2646,N,nursing
110462,client3,1942,N,nursing
72336,client3,2616,N,nursing
97562,client3,1882,N,other
55817,client3,2116,N,nursing
49819,client3,775,N,patient_care
124865,client3,2527,N,patient_care
83099,client3,1896,N,nursing
83099,client3,547.5,N,nursing
50792,client3,453,N,nursing
130732,client3,600,Y,nursing
62697,client3,392,N,patient_care
128552,client3,353,N,nursing
87443,client3,2458,N,nursing
121839,client3,2464,N,nursing
49757,client3,1823,N,nursing
50708,client3,678,N,nursing
101129,client3,2429,N,nursing
63833,client3,2310,N,nursing
47710,client3,2282,N,nursing
44832,client3,1009,N,nursing
48228,client3,2079,N,nursing
69630,client3,1279,N,nursing
120685,client3,2219,N,nursing
74166,client3,504,N,lab
69208,client3,973,Y,nursing
48199,client3,2038,N,nursing
132349,client3,530,N,nursing
54466,client3,1912,N,nursing
67206,client3,2047,N,nursing
95382,client3,1701,N,nursing
90695,client3,1808,N,nursing
51074,client3,2128,Y,nursing
46314,client3,1726,N,nursing
70967,client3,2120,N,administrative
76449,client3,2065,N,nursing
100432,client3,2065,Y,nursing
56426,client3,869,Y,patient_care
146170,client3,2065,N,nursing
83933,client3,691,N,nursing
126093,client3,2051,N,patient_care
67920,client3,1753,N,nursing
128971,client3,2042,N,administrative
67229,client3,2035,N,administrative
143858,client3,2002,Y,patient_care
106837,client3,319,N,nursing
54004,client3,1350,N,nursing
54455,client3,827.5,N,nursing
91254,client3,1339,N,nursing
87350,client3,1468,N,nursing_assistant
143907,client3,303,N,dietary
138671,client3,1889,N,nursing
53696,client3,1387,N,nursing
53696,client3,349,N,nursing
49171,client3,1649,N,nursing
129838,client3,1838,N,nursing
49746,client3,1572,Y,nursing
102985,client3,1571,N,nursing
65826,client3,443,N,nursing
98567,client3,1862,N,nursing
82243,client3,1862,N,nursing
66009,client3,1862,N,nursing
83548,client3,1862,N,nursing
112526,client3,1862,N,nursing
75184,client3,1862,N,nursing
119213,client3,1696,N,nursing
71936,client3,1862,N,nursing
120221,client3,1862,N,nursing
90914,client3,379,N,patient_care
70342,client3,601.5,Y,nursing
44946,client3,1848,N,administrative
51983,client3,1827,N,nursing
65545,client3,1584,Y,nursing_assistant
100730,client3,1460,Y,nursing
142568,client3,1804,N,patient_care
65402,client3,1764,N,nursing
82122,client3,755,N,nursing_assistant
97747,client3,325,Y,nursing
50626,client3,1207,N,nursing
76021,client3,1764,N,nursing
70567,client3,1764,N,nursing
96342,client3,1764,N,nursing
101032,client3,1764,N,nursing
139539,client3,1365,N,nursing
87399,client3,1764,Y,nursing_assistant
131977,client3,1337,N,nursing
68501,client3,1763,N,nursing
145262,client3,299,N,patient_care
